Pos,Name,Value
1,Timor-Leste,45.30
2,India,43.50
3,Yemen,43.10
4,Niger,37.90
5,Bangladesh,36.80
6,Madagascar,36.80
7,Eritrea,34.50
8,Afghanistan,32.90
9,Somalia,32.80
10,South Sudan,32.50
11,Pakistan,31.60
12,Nigeria,31.00
13,Chad,30.30
14,Djibouti,29.80
15,Ethiopia,29.20
16,Burundi,29.10
17,Nepal,29.10
18,Cambodia,29.00
19,Papua New Guinea,27.90
20,Mali,27.90
21,Sudan,27.00
22,Laos,26.50
23,Sri Lanka,26.30
24,Burkina Faso,26.20
25,"Congo, Democratic Republic of the",24.20
26,Central African Republic,23.50
27,Burma,22.60
28,Liberia,20.40
29,Philippines,20.20
30,Benin,20.20
31,Indonesia,19.90
32,Mauritania,19.50
33,Guinea,18.70
34,Sierra Leone,18.60
35,Guinea-Bissau,18.10
36,Maldives,17.80
37,Namibia,17.50
38,"Gambia, The",17.40
39,Comoros,16.90
40,Senegal,16.80
41,Togo,16.50
42,Kenya,16.40
43,Cote d'Ivoire,15.70
44,Mozambique,15.60
45,Angola,15.60
46,"Korea, North",15.20
47,Cameroon,15.10
48,Kiribati,14.90
49,Zambia,14.90
50,Sao Tome and Principe,14.40
51,Uganda,14.10
52,Malawi,13.80
53,Tanzania,13.60
54,Lesotho,13.50
55,Ghana,13.40
56,Tajikistan,13.30
57,Guatemala,13.00
58,Malaysia,12.90
59,Bhutan,12.80
60,Vietnam,12.00
61,"Congo, Republic of the",11.80
62,Vanuatu,11.70
63,Rwanda,11.70
64,Haiti,11.60
65,Solomon Islands,11.50
66,Botswana,11.20
67,Guyana,11.10
68,Turkmenistan,10.50
69,Zimbabwe,10.10
70,Syria,10.10
71,Thailand,9.20
72,South Africa,8.70
73,Oman,8.60
74,Iraq,8.50
75,Azerbaijan,8.40
76,Honduras,7.10
77,Egypt,6.80
78,El Salvador,6.60
79,Gabon,6.50
80,Albania,6.30
81,Belize,6.20
82,Ecuador,6.20
83,Suriname,5.80
84,Swaziland,5.80
85,Nicaragua,5.70
86,Libya,5.60
87,Equatorial Guinea,5.60
88,Saudi Arabia,5.30
89,Armenia,5.30
90,Fiji,5.30
91,Nauru,4.80
92,Mongolia,4.70
93,Iran,4.60
94,Uruguay,4.50
95,Bolivia,4.50
96,Trinidad and Tobago,4.40
97,Uzbekistan,4.40
98,Lebanon,4.20
99,Panama,3.90
100,Kazakhstan,3.70
101,Kyrgyzstan,3.70
102,Algeria,3.70
103,Peru,3.50
104,Romania,3.50
105,Paraguay,3.40
106,Dominican Republic,3.40
107,Cuba,3.40
108,Colombia,3.40
109,China,3.40
110,Singapore,3.30
111,Moldova,3.20
112,Jamaica,3.20
113,Morocco,3.10
114,Jordan,3.00
115,Venezuela,2.90
116,Saint Lucia,2.80
117,Mexico,2.80
118,Tunisia,2.30
119,Argentina,2.30
120,Kuwait,2.20
121,Brazil,2.20
122,Czech Republic,2.00
123,Turkey,1.70
124,Bulgaria,1.60
125,Serbia,1.60
126,Tuvalu,1.60
127,Bosnia and Herzegovina,1.50
128,Macedonia,1.30
129,Belarus,1.30
130,Costa Rica,1.10
131,Georgia,1.10
132,Germany,1.10
133,Montenegro,1.00
134,Ukraine,0.90
135,"Korea, South",0.60
136,United States,0.50
137,Chile,0.50
138,Australia,0.20
