Pos,Name,Value
1,United States,$2334000000000
2,European Union,$2312000000000
3,China,$1949000000000
4,Germany,$1319000000000
5,Japan,$811900000000
6,United Kingdom,$686000000000
7,France,$634000000000
8,Hong Kong,$560200000000
9,"Korea, South",$542900000000
10,India,$508100000000
11,Netherlands,$488800000000
12,Canada,$482100000000
13,Italy,$448300000000
14,Mexico,$407100000000
15,Singapore,$375500000000
16,Belgium,$340200000000
17,Spain,$337900000000
18,Switzerland,$333800000000
19,Russia,$323900000000
20,Taiwan,$277500000000
21,United Arab Emirates,$271700000000
22,Australia,$245900000000
23,Brazil,$241900000000
24,Turkey,$240400000000
25,Thailand,$218500000000
26,Poland,$217000000000
27,Malaysia,$193600000000
28,Indonesia,$166700000000
29,Austria,$166500000000
30,Sweden,$163800000000
31,Saudi Arabia,$162200000000
32,Vietnam,$138600000000
33,Czech Republic,$135100000000
34,South Africa,$102200000000
35,Denmark,$101600000000
36,Hungary,$96830000000
37,Norway,$91030000000
38,Slovakia,$82480000000
39,Portugal,$76110000000
40,Finland,$73010000000
41,Philippines,$72930000000
42,Romania,$72570000000
43,Chile,$70670000000
44,Israel,$69730000000
45,Ireland,$66940000000
46,Argentina,$65900000000
47,Iraq,$62340000000
48,Greece,$62190000000
49,Iran,$61250000000
50,Ukraine,$60400000000
51,Colombia,$56750000000
52,Algeria,$55360000000
53,Egypt,$55260000000
54,Nigeria,$52790000000
55,Venezuela,$50340000000
56,Kazakhstan,$47560000000
57,Puerto Rico,$46900000000
58,Pakistan,$45070000000
59,New Zealand,$40710000000
60,Belarus,$40470000000
61,Peru,$40250000000
62,Morocco,$40040000000
63,Qatar,$39120000000
64,Bangladesh,$38500000000
65,Lithuania,$35240000000
66,Oman,$34370000000
67,Bulgaria,$33560000000
68,Slovenia,$29370000000
69,Angola,$28050000000
70,Luxembourg,$27920000000
71,Ecuador,$26400000000
72,Kuwait,$26060000000
73,Panama,$25650000000
74,Tunisia,$23400000000
75,Jordan,$22800000000
76,Croatia,$22440000000
77,Serbia,$20630000000
78,Lebanon,$20080000000
79,Sri Lanka,$19240000000
80,Costa Rica,$17910000000
81,Guatemala,$17150000000
82,Estonia,$17050000000
83,Dominican Republic,$16970000000
84,Latvia,$16560000000
85,Kenya,$16470000000
86,Turkmenistan,$16150000000
87,Libya,$16080000000
88,Ghana,$16000000000
89,Cuba,$14930000000
90,Bahrain,$14280000000
91,Burma,$12530000000
92,Uzbekistan,$12500000000
93,Paraguay,$12370000000
94,Ethiopia,$12080000000
95,Uruguay,$12050000000
96,Tanzania,$11950000000
97,Honduras,$11790000000
98,Azerbaijan,$10680000000
99,Yemen,$10390000000
100,Macau,$10130000000
101,El Salvador,$10110000000
102,Cambodia,$10050000000
103,Cote d'Ivoire,$9788000000
104,"Congo, Democratic Republic of the",$9781000000
105,Bosnia and Herzegovina,$9561000000
106,Bolivia,$9513000000
107,Sudan,$9247000000
108,Trinidad and Tobago,$9103000000
109,Mozambique,$8954000000
110,Georgia,$8328000000
111,Zambia,$8081000000
112,West Bank,$7674000000
113,Syria,$7657000000
114,Nepal,$7282000000
115,Botswana,$7141000000
116,Namibia,$7056000000
117,Cameroon,$6937000000
118,Equatorial Guinea,$6436000000
119,Nicaragua,$6430000000
120,Afghanistan,$6390000000
121,Cyprus,$6320000000
122,Macedonia,$6091000000
123,Moldova,$5570000000
124,Kyrgyzstan,$5537000000
125,Senegal,$5481000000
