Pos,Name,Value
150,Morocco,$7700
151,Guatemala,$7500
152,Armenia,$7400
153,Philippines,$7000
154,Guyana,$6900
155,Timor-Leste,$6800
156,"Congo, Republic of the",$6600
157,Cabo Verde,$6300
158,Bolivia,$6200
159,Nigeria,$6100
160,India,$5800
161,Niue,$5800
162,Uzbekistan,$5600
163,Vietnam,$5600
164,Samoa,$5200
165,Syria,$5100
166,Tonga,$5000
167,Laos,$5000
168,Nauru,$5000
169,West Bank,$4900
170,Burma,$4800
171,Moldova,$4800
172,Nicaragua,$4800
173,Honduras,$4700
174,Pakistan,$4700
175,Sudan,$4500
176,Ghana,$4200
177,Zambia,$4100
178,Yemen,$3900
179,Wallis and Futuna,$3800
180,Bangladesh,$3400
181,Kyrgyzstan,$3400
182,Mauritania,$3400
183,Cambodia,$3300
184,"Micronesia, Federated States of",$3200
185,Marshall Islands,$3200
186,Tuvalu,$3200
187,Kenya,$3100
188,Sao Tome and Principe,$3100
189,Cameroon,$3000
190,Djibouti,$3000
191,Cote d'Ivoire,$2900
192,Lesotho,$2900
193,Tajikistan,$2700
194,Chad,$2600
195,Vanuatu,$2500
196,Western Sahara,$2500
197,Nepal,$2400
198,Papua New Guinea,$2400
199,Senegal,$2300
200,Sierra Leone,$2100
201,Afghanistan,$2000
202,South Sudan,$2000
203,Zimbabwe,$2000
204,Tanzania,$1900
205,Benin,$1900
206,Solomon Islands,$1800
207,Haiti,$1800
208,"Korea, North",$1800
209,Uganda,$1800
210,"Gambia, The",$1700
211,Rwanda,$1700
212,Burkina Faso,$1700
213,Comoros,$1700
214,Kiribati,$1600
215,Mali,$1600
216,Togo,$1500
217,Ethiopia,$1500
218,Madagascar,$1400
219,Guinea-Bissau,$1400
220,Guinea,$1300
221,Eritrea,$1200
222,Mozambique,$1100
223,Niger,$1000
224,Tokelau,$1000
225,Liberia,$900
226,Burundi,$900
227,Malawi,$800
228,"Congo, Democratic Republic of the",$700
229,Somalia,$600
230,Central African Republic,$600
