Pos,Name,Value
1,China,$20340000000000
2,European Union,$12900000000000
3,United States,$11790000000000
4,Japan,$8073000000000
5,Germany,$4347000000000
6,United Kingdom,$3567000000000
7,France,$2637000000000
8,Italy,$2134000000000
9,Spain,$2010000000000
10,"Korea, South",$1955000000000
11,India,$1664000000000
12,Australia,$1661000000000
13,Canada,$1486000000000
14,Hong Kong,$1414000000000
15,Switzerland,$1347000000000
16,Taiwan,$1249000000000
17,Netherlands,$1119000000000
18,Brazil,$928900000000
19,Russia,$926800000000
20,Mexico,$826700000000
21,Belgium,$606900000000
22,Thailand,$520800000000
23,Singapore,$519900000000
24,Malaysia,$478700000000
25,Turkey,$474700000000
26,Saudi Arabia,$461100000000
27,Austria,$428900000000
28,Venezuela,$360000000000
29,Indonesia,$348600000000
30,United Arab Emirates,$343600000000
31,Sweden,$336800000000
32,Norway,$323900000000
33,Poland,$306700000000
34,Portugal,$296100000000
35,Luxembourg,$265500000000
36,Greece,$260900000000
37,Ireland,$255300000000
38,Vietnam,$232700000000
39,Egypt,$219000000000
40,South Africa,$204100000000
41,Philippines,$184800000000
42,Denmark,$181100000000
43,Finland,$179800000000
44,Colombia,$177500000000
45,Algeria,$164500000000
46,Chile,$154400000000
47,Israel,$153500000000
48,Czech Republic,$152900000000
49,Qatar,$142100000000
50,Argentina,$120800000000
51,Kuwait,$116300000000
52,Nigeria,$108700000000
53,New Zealand,$105100000000
54,Bangladesh,$98430000000
55,Pakistan,$97270000000
56,Morocco,$92720000000
57,Peru,$91260000000
58,Iraq,$78520000000
59,Ukraine,$78020000000
60,Hungary,$69770000000
61,Romania,$68630000000
62,Iran,$67420000000
63,Macau,$64670000000
64,Slovakia,$60020000000
65,Libya,$54660000000
66,Kazakhstan,$52890000000
67,Angola,$51710000000
68,Lebanon,$48040000000
69,Zimbabwe,$47640000000
70,Bulgaria,$46420000000
71,Croatia,$46320000000
72,Cyprus,$43410000000
73,Jordan,$42260000000
74,Ecuador,$34530000000
75,Oman,$34210000000
76,Tunisia,$31320000000
77,Panama,$28220000000
78,Sri Lanka,$27190000000
79,Slovenia,$26110000000
80,Bahrain,$25910000000
81,Cuba,$24630000000
82,Azerbaijan,$24180000000
83,Kenya,$24020000000
84,Guatemala,$23830000000
85,Lithuania,$22250000000
86,Bolivia,$20190000000
87,Serbia,$19820000000
88,Ethiopia,$19230000000
89,Dominican Republic,$17420000000
90,Costa Rica,$17410000000
91,Trinidad and Tobago,$17400000000
92,Yemen,$16020000000
93,Uzbekistan,$15580000000
94,Malta,$15440000000
95,Estonia,$14710000000
96,Nepal,$14500000000
97,Sudan,$13700000000
98,Latvia,$12880000000
99,Mauritius,$12600000000
100,Cote d'Ivoire,$12230000000
101,Brunei,$11920000000
102,El Salvador,$11450000000
103,Bosnia and Herzegovina,$11100000000
104,Syria,$11050000000
105,Ghana,$10820000000
106,Cambodia,$9918000000
107,Paraguay,$9483000000
108,Belarus,$9073000000
109,Uruguay,$8568000000
110,Iceland,$8368000000
111,Botswana,$8293000000
112,Papua New Guinea,$8085000000
113,Tanzania,$7936000000
114,Mozambique,$7777000000
115,Honduras,$7623000000
116,Namibia,$7496000000
117,Jamaica,$6646000000
118,Afghanistan,$6499000000
119,"Bahamas, The",$6453000000
120,Senegal,$6443000000
121,Cameroon,$6439000000
122,Albania,$6418000000
123,Macedonia,$6286000000
124,Mongolia,$6178000000
125,Zambia,$5682000000
126,Turkmenistan,$5670000000
127,Cayman Islands,$5564000000
128,Laos,$5411000000
129,"Congo, Republic of the",$5119000000
130,Georgia,$4720000000
131,Moldova,$4685000000
132,Gabon,$4545000000
133,Nicaragua,$4453000000
134,Barbados,$4407000000
135,Burkina Faso,$4211000000
136,Benin,$4165000000
137,"Congo, Democratic Republic of the",$4142000000
138,Eritrea,$4077000000
139,Uganda,$4075000000
140,Mali,$3984000000
141,Equatorial Guinea,$3788000000
142,Haiti,$3509000000
143,Fiji,$3078000000
144,Madagascar,$2787000000
145,Kosovo,$2773000000
146,West Bank,$2399000000
147,Gaza Strip,$2356000000
148,Guinea,$2199000000
149,South Sudan,$2194000000
150,Armenia,$2098000000
151,Tajikistan,$2085000000
152,Togo,$2061000000
153,Kyrgyzstan,$2020000000
154,Montenegro,$1982000000
155,Chad,$1976000000
156,Niger,$1901000000
157,Aruba,$1839000000
158,Cabo Verde,$1606000000
159,Guyana,$1590000000
160,Maldives,$1538000000
161,Malawi,$1481000000
162,Djibouti,$1430000000
163,Rwanda,$1387000000
164,Belize,$1372000000
165,Swaziland,$1109000000
166,Saint Lucia,$1104000000
167,Bhutan,$1099000000
168,Antigua and Barbuda,$1088000000
169,Sierra Leone,$960100000
170,Lesotho,$942600000
171,Saint Kitts and Nevis,$914800000
172,Liberia,$738700000
173,Grenada,$728900000
174,Seychelles,$567800000
175,Burundi,$551400000
176,Timor-Leste,$546200000
177,Vanuatu,$544900000
178,"Gambia, The",$534700000
179,Saint Vincent and the Grenadines,$500400000
180,Guinea-Bissau,$480900000
181,Dominica,$463300000
182,Solomon Islands,$452100000
183,Anguilla,$393300000
184,Samoa,$366000000
185,Central African Republic,$292500000
186,Comoros,$269600000
187,Tonga,$192600000
188,Cook Islands,$148200000
189,Sao Tome and Principe,$133100000
190,"Micronesia, Federated States of",$118400000
191,Montserrat,$87740000
192,Suriname,$3282000
