Pos,Name,Value
1,European Union,363100000000
2,United States,63610000000
3,Italy,44340000000
4,Brazil,40330000000
5,Germany,39160000000
6,Netherlands,33250000000
7,Switzerland,29380000000
8,Austria,24960000000
9,Finland,17590000000
10,United Kingdom,17530000000
11,Belgium,17240000000
12,Hungary,16640000000
13,Sweden,12670000000
14,Thailand,12570000000
15,Uzbekistan,12160000000
16,France,11950000000
17,Denmark,11460000000
18,Hong Kong,10710000000
19,Canada,10680000000
20,Slovakia,10670000000
21,Czech Republic,10570000000
22,Norway,10210000000
23,Spain,10210000000
24,South Africa,9428000000
25,Belarus,9289000000
26,Mozambique,8537000000
27,Colombia,8220000000
28,Iraq,8201000000
29,Argentina,8116000000
30,Lithuania,8073000000
31,Poland,7800000000
32,Slovenia,7522000000
33,China,7438000000
34,Turkey,7425000000
35,Luxembourg,6889000000
36,Croatia,6844000000
37,Serbia,5835000000
38,Morocco,5660000000
39,India,5610000000
40,Portugal,5229000000
41,Latvia,5005000000
42,West Bank,4909000000
43,Greece,4705000000
44,Macau,3855000000
45,Iran,3656000000
46,Bulgaria,3351000000
47,Moldova,3297000000
48,Botswana,3180000000
49,Namibia,2907000000
50,Ireland,2716000000
51,Estonia,2712000000
52,Vietnam,2700000000
53,Russia,2700000000
54,Macedonia,2676000000
55,Zimbabwe,2616000000
56,Kazakhstan,2600000000
57,Indonesia,2542000000
58,Albania,2322000000
59,Afghanistan,2246000000
60,Montenegro,1993000000
61,Cambodia,1644000000
62,Ukraine,1500000000
63,Bosnia and Herzegovina,1245000000
64,Liechtenstein,1214000000
65,Laos,1000000000
66,Algeria,936000000
67,Benin,925000000
68,Swaziland,909000000
69,Lebanon,840000000
70,Togo,751000000
71,Uruguay,742000000
72,Nepal,721000000
73,Chile,700000000
74,Kosovo,625100000
75,Georgia,614000000
76,Mexico,607000000
77,Niger,600000000
78,Burkina Faso,495000000
79,Venezuela,480000000
80,Romania,450000000
81,Costa Rica,419000000
82,Jordan,381000000
83,Malaysia,372000000
84,Guatemala,372000000
85,Armenia,301000000
86,Tajikistan,300500000
87,Mongolia,258000000
88,Lesotho,247000000
89,Ecuador,238000000
90,Tunisia,175000000
91,Belize,171900000
92,El Salvador,163000000
93,Azerbaijan,128000000
94,Egypt,102000000
95,Burundi,95000000
96,Ghana,81000000
97,Rwanda,78000000
98,Honduras,76000000
99,Libya,61000000
100,Tanzania,52000000
101,Nicaragua,51970000
102,"Congo, Democratic Republic of the",44000000
103,Kenya,37000000
104,Bhutan,37000000
105,Uganda,36000000
106,Bahrain,35000000
107,"Congo, Republic of the",27000000
108,Zambia,23000000
109,Panama,19000000
110,Gaza Strip,193000
111,Aruba,0
112,Antigua and Barbuda,0
113,United Arab Emirates,0
114,Andorra,0
115,Angola,0
116,American Samoa,0
117,Australia,0
118,Barbados,0
119,Bermuda,0
120,"Bahamas, The",0
121,Bangladesh,0
122,Bolivia,0
123,Burma,0
124,Solomon Islands,0
125,Brunei,0
126,Curacao,0
127,Chad,0
128,Sri Lanka,0
129,Cayman Islands,0
130,Cameroon,0
131,Comoros,0
132,Northern Mariana Islands,0
133,Central African Republic,0
134,Cuba,0
135,Cabo Verde,0
136,Cook Islands,0
137,Cyprus,0
138,Djibouti,0
139,Dominica,0
140,Dominican Republic,0
141,Equatorial Guinea,0
142,Eritrea,0
143,Ethiopia,0
144,Fiji,0
145,Falkland Islands (Islas Malvinas),0
146,"Micronesia, Federated States of",0
147,Faroe Islands,0
148,French Polynesia,0
149,"Gambia, The",0
150,Gabon,0
151,Gibraltar,0
152,Grenada,0
153,Greenland,0
154,Guam,0
155,Guinea,0
156,Guyana,0
157,Haiti,0
158,Iceland,0
159,Israel,0
160,Cote d'Ivoire,0
161,Japan,0
162,Jamaica,0
163,Kyrgyzstan,0
164,"Korea, North",0
165,Kiribati,0
166,"Korea, South",0
167,Kuwait,0
168,Liberia,0
169,Madagascar,0
170,Montserrat,0
171,Malawi,0
172,Mali,0
173,Mauritius,0
174,Mauritania,0
175,Malta,0
176,Oman,0
177,Maldives,0
178,New Caledonia,0
179,Niue,0
180,Vanuatu,0
181,Nigeria,0
182,Nauru,0
183,Suriname,0
184,New Zealand,0
185,South Sudan,0
186,Paraguay,0
187,Peru,0
188,Pakistan,0
189,Papua New Guinea,0
190,Guinea-Bissau,0
191,Qatar,0
192,Philippines,0
193,Puerto Rico,0
194,Saudi Arabia,0
195,Saint Pierre and Miquelon,0
196,Saint Kitts and Nevis,0
197,Seychelles,0
198,Senegal,0
199,"Saint Helena, Ascension, and Tristan da Cunha",0
200,Sierra Leone,0
201,Singapore,0
202,Somalia,0
203,Saint Lucia,0
204,Sudan,0
205,Syria,0
206,Trinidad and Tobago,0
207,Turks and Caicos Islands,0
208,Tonga,0
209,Sao Tome and Principe,0
210,Timor-Leste,0
211,Taiwan,0
212,Turkmenistan,0
213,Saint Vincent and the Grenadines,0
214,British Virgin Islands,0
215,Virgin Islands,0
216,Western Sahara,0
217,Samoa,0
218,Yemen,0
