Pos,Name,Value
1,European Union,420600000000
2,Japan,116900000000
3,Germany,94910000000
4,United States,81630000000
5,Italy,61960000000
6,China,51900000000
7,United Kingdom,48990000000
8,France,47870000000
9,Turkey,45270000000
10,Spain,34990000000
11,Ukraine,32900000000
12,Netherlands,26990000000
13,Canada,26700000000
14,Belgium,23330000000
15,Belarus,20710000000
16,United Arab Emirates,18750000000
17,Mexico,18530000000
18,India,17980000000
19,Taiwan,16670000000
20,Brazil,13850000000
21,Poland,12470000000
22,Kazakhstan,10530000000
23,Austria,10410000000
24,Thailand,9574000000
25,Singapore,9380000000
26,Argentina,8940000000
27,Czech Republic,8479000000
28,Russia,8200000000
29,Hungary,8176000000
30,Australia,6517000000
31,Slovakia,5579000000
32,Iran,5000000000
33,Portugal,4420000000
34,Ireland,4401000000
35,Greece,3866000000
36,Chile,3779000000
37,Switzerland,3764000000
38,Finland,3482000000
39,Moldova,3470000000
40,South Africa,3450000000
41,Lithuania,3320000000
42,Bulgaria,2990000000
43,Romania,2850000000
44,Egypt,2832000000
45,Hong Kong,2800000000
46,Kuwait,2664000000
47,Serbia,2450000000
48,Malaysia,2165000000
49,Armenia,2100000000
50,Venezuela,1877000000
51,Oman,1836000000
52,Tunisia,1819000000
53,Georgia,1770000000
54,Latvia,1480000000
55,Denmark,1363000000
56,Puerto Rico,1360000000
57,Dominican Republic,1280000000
58,Croatia,1137000000
59,Sweden,1086000000
60,Luxembourg,1030000000
61,Morocco,1022000000
62,Vietnam,890000000
63,Slovenia,847000000
64,Estonia,678000000
65,Ghana,615000000
66,Israel,510000000
67,Jordan,484000000
68,Kyrgyzstan,420000000
69,Bosnia and Herzegovina,256900000
70,Azerbaijan,250000000
71,Syria,250000000
72,Tajikistan,188000000
73,Macedonia,158600000
74,Uruguay,60000000
75,Norway,2000000
76,Macau,371000
77,Aruba,1
78,West Bank,0
79,Western Sahara,0
80,Samoa,0
81,Swaziland,0
82,Yemen,0
83,Zambia,0
84,Zimbabwe,0
85,"Korea, North",0
86,Kiribati,0
87,"Korea, South",0
88,Laos,0
89,Lebanon,0
90,Liberia,0
91,Lesotho,0
92,Libya,0
93,Madagascar,0
94,Mongolia,0
95,Montserrat,0
96,Malawi,0
97,Montenegro,0
98,Mali,0
99,Mauritius,0
100,Mauritania,0
101,Malta,0
102,Maldives,0
103,Mozambique,0
104,New Caledonia,0
105,Niue,0
106,Niger,0
107,Vanuatu,0
108,Nigeria,0
109,Nepal,0
110,Nauru,0
111,Suriname,0
112,Nicaragua,0
113,New Zealand,0
114,South Sudan,0
115,Paraguay,0
116,Peru,0
117,Pakistan,0
118,Panama,0
119,Papua New Guinea,0
120,Guinea-Bissau,0
121,Qatar,0
122,Philippines,0
123,Rwanda,0
124,Saudi Arabia,0
125,Saint Pierre and Miquelon,0
126,Saint Kitts and Nevis,0
127,Seychelles,0
128,Senegal,0
129,"Saint Helena, Ascension, and Tristan da Cunha",0
130,Sierra Leone,0
131,Somalia,0
132,Saint Lucia,0
133,Sudan,0
134,Trinidad and Tobago,0
135,Turks and Caicos Islands,0
136,Tonga,0
137,Togo,0
138,Sao Tome and Principe,0
139,Timor-Leste,0
140,Turkmenistan,0
141,Tanzania,0
142,Uganda,0
143,Burkina Faso,0
144,Uzbekistan,0
145,Saint Vincent and the Grenadines,0
146,British Virgin Islands,0
147,Virgin Islands,0
148,Namibia,0
149,Antigua and Barbuda,0
150,Afghanistan,0
151,Algeria,0
152,Albania,0
153,Angola,0
154,American Samoa,0
155,Bahrain,0
156,Barbados,0
157,Botswana,0
158,Bermuda,0
159,"Bahamas, The",0
160,Bangladesh,0
161,Belize,0
162,Bolivia,0
163,Burma,0
164,Benin,0
165,Solomon Islands,0
166,Bhutan,0
167,Brunei,0
168,Burundi,0
169,Cambodia,0
170,Curacao,0
171,Chad,0
172,Sri Lanka,0
173,"Congo, Republic of the",0
174,"Congo, Democratic Republic of the",0
175,Cayman Islands,0
176,Cameroon,0
177,Comoros,0
178,Colombia,0
179,Costa Rica,0
180,Central African Republic,0
181,Cuba,0
182,Cabo Verde,0
183,Cook Islands,0
184,Cyprus,0
185,Djibouti,0
186,Dominica,0
187,Ecuador,0
188,Equatorial Guinea,0
189,Eritrea,0
190,El Salvador,0
191,Ethiopia,0
192,Fiji,0
193,Falkland Islands (Islas Malvinas),0
194,Faroe Islands,0
195,French Polynesia,0
196,"Gambia, The",0
197,Gabon,0
198,Gibraltar,0
199,Grenada,0
200,Greenland,0
201,Guam,0
202,Guatemala,0
203,Guinea,0
204,Guyana,0
205,Haiti,0
206,Honduras,0
207,Iceland,0
208,Indonesia,0
209,Cote d'Ivoire,0
210,Iraq,0
211,Jamaica,0
212,Kenya,0
