Pos,Name,Value
1,Saudi Arabia,11590000
2,United States,11270000
3,Russia,10050000
4,China,4180000
5,Canada,4001000
6,Iran,3113000
7,Iraq,3066000
8,Mexico,2882000
9,Kuwait,2802000
10,United Arab Emirates,2800000
11,Brazil,2641000
12,Venezuela,2475000
13,Nigeria,2367000
14,Qatar,2057000
15,Angola,1890000
16,Norway,1817000
17,Algeria,1762000
18,Kazakhstan,1655000
19,European Union,1437000
20,Colombia,1022000
21,Oman,944800
22,Indonesia,929800
23,Azerbaijan,874400
24,United Kingdom,857200
25,India,759300
26,Egypt,700000
27,Argentina,691100
28,Malaysia,647000
29,Ecuador,527200
30,Thailand,453800
31,Australia,410600
32,Vietnam,349200
33,Libya,310000
34,Equatorial Guinea,290800
35,"Congo, Republic of the",279000
36,Turkmenistan,258700
37,Gabon,239300
38,South Sudan,220000
39,Denmark,178200
40,Peru,170500
41,South Africa,168700
42,Brunei,135100
43,Yemen,130700
44,Trinidad and Tobago,117800
45,Italy,112800
46,Uzbekistan,100000
47,Ghana,97910
48,Chad,97910
49,Germany,97000
50,Romania,92390
51,Timor-Leste,79260
52,Syria,74820
53,Ukraine,68520
54,Tunisia,64150
55,Bolivia,63110
56,Cameroon,62760
57,Pakistan,59590
58,Bahrain,58000
59,Cuba,50500
60,Turkey,47340
61,New Zealand,39410
62,Netherlands,38540
63,Cote d'Ivoire,37000
64,Belarus,30710
65,Sudan,28830
66,Papua New Guinea,28090
67,France,25260
68,Poland,25220
69,Philippines,24000
70,Hungary,23000
71,Austria,20240
72,Burma,20200
73,"Congo, Democratic Republic of the",20000
74,Serbia,20000
75,Niger,20000
76,Japan,17970
77,Albania,17010
78,Croatia,16200
79,Suriname,15000
80,Mongolia,14050
81,Guatemala,13990
82,Estonia,13000
83,Chile,10640
84,Sweden,8400
85,Spain,7340
86,Czech Republic,7000
87,Mauritania,6750
88,Morocco,5500
89,Slovakia,5200
90,Bangladesh,4200
91,Lithuania,3900
92,Belize,3000
93,Jamaica,3000
94,Portugal,2000
95,Paraguay,2000
96,Afghanistan,1950
97,Taiwan,1726
98,Bulgaria,1400
99,Greece,1247
100,Ireland,1100
101,Barbados,1001
102,Kyrgyzstan,1000
103,Georgia,1000
104,Latvia,1000
105,Singapore,500
106,Israel,490
107,Costa Rica,400
108,Uruguay,400
109,Slovenia,305
110,Tajikistan,206
111,Malawi,200
112,Nicaragua,200
113,Zimbabwe,120
114,Ethiopia,100
115,Switzerland,100
116,Hong Kong,100
117,Macedonia,50
118,Fiji,30
119,Mozambique,20
120,Honduras,20
121,Jordan,19
122,Rwanda,10
123,Tanzania,10
124,El Salvador,3
125,Cambodia,1
126,Saint Kitts and Nevis,0
127,Seychelles,0
128,Senegal,0
129,"Saint Helena, Ascension, and Tristan da Cunha",0
130,Sierra Leone,0
131,Somalia,0
132,Saint Lucia,0
133,Turks and Caicos Islands,0
134,Tonga,0
135,Togo,0
136,Sao Tome and Principe,0
137,Uganda,0
138,Burkina Faso,0
139,Saint Vincent and the Grenadines,0
140,British Virgin Islands,0
141,Virgin Islands,0
142,Namibia,0
143,West Bank,0
144,Western Sahara,0
145,Samoa,0
146,Swaziland,0
147,Zambia,0
148,Aruba,0
149,Antigua and Barbuda,0
150,Armenia,0
151,American Samoa,0
152,Botswana,0
153,Bermuda,0
154,Belgium,0
155,"Bahamas, The",0
156,Bosnia and Herzegovina,0
157,Benin,0
158,Solomon Islands,0
159,Bhutan,0
160,Burundi,0
161,Sri Lanka,0
162,Cayman Islands,0
163,Comoros,0
164,Central African Republic,0
165,Cabo Verde,0
166,Cook Islands,0
167,Cyprus,0
168,Djibouti,0
169,Dominica,0
170,Dominican Republic,0
171,Eritrea,0
172,Finland,0
173,Falkland Islands (Islas Malvinas),0
174,Faroe Islands,0
175,French Polynesia,0
176,"Gambia, The",0
177,Gibraltar,0
178,Grenada,0
179,Greenland,0
180,Guam,0
181,Guinea,0
182,Guyana,0
183,Haiti,0
184,Iceland,0
185,Kenya,0
186,"Korea, North",0
187,Kiribati,0
188,"Korea, South",0
189,Laos,0
190,Lebanon,0
191,Liberia,0
192,Lesotho,0
193,Luxembourg,0
194,Madagascar,0
195,Macau,0
196,Moldova,0
197,Montserrat,0
198,Montenegro,0
199,Mali,0
200,Mauritius,0
201,Malta,0
202,Maldives,0
203,New Caledonia,0
204,Niue,0
205,Vanuatu,0
206,Nepal,0
207,Nauru,0
208,Panama,0
209,Guinea-Bissau,0
210,Puerto Rico,0
211,Saint Pierre and Miquelon,0
