Pos,Name,Value
1,United States,13513
2,Brazil,4093
3,Mexico,1714
4,Canada,1467
5,Russia,1218
6,Argentina,1138
7,Bolivia,855
8,Colombia,836
9,Paraguay,799
10,Indonesia,673
11,South Africa,566
12,Papua New Guinea,561
13,Germany,539
14,China,507
15,Chile,481
16,Australia,480
17,France,464
18,United Kingdom,460
19,Venezuela,444
20,Ecuador,432
21,India,346
22,Iran,319
23,Guatemala,291
24,Philippines,247
25,Sweden,231
26,Saudi Arabia,214
27,"Congo, Democratic Republic of the",198
28,Kenya,197
29,Zimbabwe,196
30,Peru,191
31,Ukraine,187
32,Angola,176
33,Japan,175
34,Tanzania,166
35,Costa Rica,161
36,Algeria,157
37,Pakistan,151
38,Spain,150
39,Finland,148
40,Nicaragua,147
41,Libya,146
42,Uruguay,133
43,Cuba,133
44,Oman,132
45,Italy,129
46,Czech Republic,128
47,Poland,126
48,New Zealand,123
49,Panama,117
50,Guyana,117
51,Malaysia,114
52,Namibia,112
53,"Korea, South",111
54,Honduras,103
55,Iraq,102
56,Thailand,101
57,Mozambique,98
58,Turkey,98
59,Kazakhstan,96
60,Iceland,96
61,Norway,95
62,Syria,90
63,Zambia,88
64,South Sudan,85
65,Madagascar,83
66,Egypt,83
67,"Korea, North",82
68,Denmark,80
69,Greece,77
70,Botswana,74
71,Sudan,74
72,Croatia,69
73,Bulgaria,68
74,El Salvador,68
75,Belarus,65
76,Burma,64
77,Portugal,64
78,Switzerland,63
79,Lithuania,61
80,"Bahamas, The",61
81,Somalia,61
82,Chad,59
83,Ethiopia,57
84,Yemen,57
85,Suriname,55
86,Morocco,55
87,French Polynesia,54
88,Nigeria,54
89,Uzbekistan,53
90,Austria,52
91,Afghanistan,52
92,Belize,47
93,Uganda,47
94,Israel,47
95,Nepal,47
96,Romania,45
97,Vietnam,45
98,Mongolia,44
99,Gabon,44
100,United Arab Emirates,43
101,Latvia,42
102,Belgium,41
103,Laos,41
104,Hungary,41
105,Ireland,40
106,Central African Republic,39
107,Taiwan,37
108,Azerbaijan,37
109,Solomon Islands,36
110,Dominican Republic,36
111,Slovakia,35
112,Cameroon,33
113,Malawi,32
114,Vanuatu,31
115,Niger,30
116,Mauritania,30
117,Liberia,29
118,Tunisia,29
119,Puerto Rico,29
120,Netherlands,29
121,Fiji,28
122,Kyrgyzstan,28
123,Jamaica,28
124,Cote d'Ivoire,27
125,"Congo, Republic of the",27
126,Turkmenistan,26
127,Serbia,26
128,New Caledonia,25
129,Mali,25
130,Bosnia and Herzegovina,24
131,Tajikistan,24
132,Lesotho,24
133,Burkina Faso,23
134,Antarctica,23
135,Georgia,22
136,Senegal,20
137,Sri Lanka,19
138,Kiribati,19
139,Bangladesh,18
140,Jordan,18
141,Estonia,18
142,Cambodia,16
143,Slovenia,16
144,Guinea,16
145,Cyprus,15
146,Marshall Islands,15
147,Greenland,15
148,Haiti,14
149,Swaziland,14
150,Seychelles,14
151,Eritrea,13
152,Djibouti,13
153,Cook Islands,11
154,Armenia,11
155,Macedonia,10
156,Ghana,10
157,Cabo Verde,9
158,Singapore,9
159,Maldives,9
160,Guinea-Bissau,8
161,Lebanon,8
162,Turks and Caicos Islands,8
163,Togo,8
164,Sierra Leone,8
165,Burundi,7
166,Equatorial Guinea,7
167,Rwanda,7
168,Kuwait,7
169,Moldova,7
170,Falkland Islands (Islas Malvinas),7
171,Benin,6
172,Kosovo,6
173,"Micronesia, Federated States of",6
174,Western Sahara,6
175,Saint Vincent and the Grenadines,6
176,Timor-Leste,6
177,Tonga,6
178,Qatar,6
179,Guam,5
180,Northern Mariana Islands,5
181,Montenegro,5
182,Mauritius,5
183,Albania,4
184,Bahrain,4
185,British Virgin Islands,4
186,Comoros,4
187,Trinidad and Tobago,4
188,Samoa,4
189,Spratly Islands,4
190,Svalbard,4
191,French Southern and Antarctic Lands,4
192,American Samoa,3
193,Antigua and Barbuda,3
194,Palau,3
195,Grenada,3
196,Cayman Islands,3
197,Anguilla,2
198,Bhutan,2
199,Dominica,2
200,Guernsey,2
201,Hong Kong,2
202,Luxembourg,2
203,West Bank,2
204,Saint Lucia,2
205,Saint Pierre and Miquelon,2
206,Sao Tome and Principe,2
207,Virgin Islands,2
208,Wallis and Futuna,2
209,Saint Kitts and Nevis,2
210,Aruba,1
211,Wake Island,1
212,Bermuda,1
213,British Indian Ocean Territory,1
214,Brunei,1
215,Christmas Island,1
216,Cocos (Keeling) Islands,1
217,Faroe Islands,1
218,"Gambia, The",1
219,Gaza Strip,1
220,Gibraltar,1
221,Isle of Man,1
222,Jan Mayen,1
223,Jersey,1
224,Macau,1
225,Malta,1
226,Montserrat,1
227,Nauru,1
228,Niue,1
229,Norfolk Island,1
230,Paracel Islands,1
231,Saint Barthelemy,1
232,"Saint Helena, Ascension, and Tristan da Cunha",1
233,Saint Martin,1
234,Sint Maarten,1
235,Tuvalu,1
236,Barbados,1
