Pos,Name,Value
1,United States,$3258000000000
2,Hong Kong,$1523000000000
3,United Kingdom,$1446000000000
4,Germany,$1424000000000
5,China,$1287000000000
6,Belgium,$1196000000000
7,France,$1108000000000
8,Switzerland,$1091000000000
9,Canada,$1065000000000
10,Singapore,$900200000000
11,Spain,$851200000000
12,Ireland,$831500000000
13,Brazil,$728500000000
14,Australia,$646400000000
15,Netherlands,$646400000000
16,Russia,$606000000000
17,Italy,$552100000000
18,Sweden,$509900000000
19,Mexico,$389100000000
20,Austria,$300700000000
21,Norway,$294200000000
22,Poland,$273700000000
23,India,$261700000000
24,Indonesia,$255000000000
25,Saudi Arabia,$242100000000
26,Turkey,$208600000000
27,Thailand,$208300000000
28,Japan,$205500000000
29,Chile,$204000000000
30,"Korea, South",$186600000000
31,South Africa,$177500000000
32,Macedonia,$156500000000
33,Portugal,$152500000000
34,Colombia,$144800000000
35,Malaysia,$144000000000
36,Kazakhstan,$141600000000
37,Czech Republic,$140500000000
38,Finland,$138000000000
39,Denmark,$136000000000
40,Argentina,$116700000000
41,Hungary,$115600000000
42,United Arab Emirates,$114900000000
43,Trinidad and Tobago,$102000000000
44,Israel,$97050000000
45,Vietnam,$93610000000
46,Romania,$89620000000
47,New Zealand,$85640000000
48,Nigeria,$81720000000
49,Peru,$81630000000
50,Egypt,$79190000000
51,Slovakia,$69760000000
52,Taiwan,$66780000000
53,Ukraine,$61970000000
54,Azerbaijan,$57470000000
55,Venezuela,$57140000000
56,Bulgaria,$52750000000
57,Morocco,$49260000000
58,Iran,$43500000000
59,Panama,$39390000000
60,Croatia,$37070000000
61,Philippines,$36350000000
62,Tunisia,$35470000000
63,Sudan,$32430000000
64,Qatar,$32040000000
65,Pakistan,$31250000000
66,Greece,$30710000000
67,Jordan,$28650000000
68,Dominican Republic,$28520000000
69,Algeria,$27100000000
70,Serbia,$26890000000
71,Estonia,$25000000000
72,Costa Rica,$24710000000
73,Uruguay,$23410000000
74,Cyprus,$21900000000
75,Kosovo,$21200000000
76,Macau,$18910000000
77,Bahrain,$18890000000
78,Latvia,$17920000000
79,Slovenia,$17500000000
80,Libya,$17430000000
81,Liberia,$17010000000
82,Mongolia,$15740000000
83,Malta,$15170000000
84,Laos,$15140000000
85,Ecuador,$14280000000
86,Georgia,$12910000000
87,Kuwait,$12680000000
88,Bolivia,$10560000000
89,El Salvador,$9124000000
90,Bangladesh,$8625000000
91,Angola,$8561000000
92,Bosnia and Herzegovina,$7721000000
93,Lithuania,$6273000000
94,Paraguay,$5604000000
95,Albania,$4226000000
96,Kenya,$4171000000
97,Fiji,$3889000000
98,Moldova,$3448000000
99,Kyrgyzstan,$3337000000
100,Mali,$2812000000
101,Sierra Leone,$2704000000
102,Tajikistan,$2272000000
103,Haiti,$1286000000
104,Solomon Islands,$1088000000
105,Rwanda,$1016000000
106,Lesotho,$909100000
107,Djibouti,$790600000
108,Vanuatu,$694100000
109,Bhutan,$173700000
110,Tonga,$127800000
111,Nepal,$103000000
